   13.3932    42.4117     1.0357     0.8620     0.1573     0.1111     0.0901 CONI
   13.3039    37.8944    -1.3466     3.6128     0.0891     0.0749     0.1152 CORL
    9.1529    42.2989     0.5701    -0.1375     0.3108     0.4210     0.1013 CORT
   16.3104    39.2014     0.2166     2.7897     0.2082     0.2521    -0.0222 COSE
   15.0770    38.6427     1.7061     2.6019     0.1160     0.1334     0.0083 CPAN
   16.4352    40.3814     0.8317     4.1553     0.0929     0.1212     0.1830 CRAC
   33.9910    44.4132    -0.7913    -0.3945     0.0483     0.0499     0.0036 CRAO
    8.1058    45.1924     0.2306    -0.1918     0.6689     1.0180     0.0607 CRE1
    9.6853    45.3543     0.0299     0.7162     0.0669     0.1209     0.1908 CREA
   10.0019    45.1466     0.3519     1.1255     0.0586     0.0854     0.1683 CREM
   17.2324    40.6046    -0.0459     3.9656     0.4952     0.5843    -0.0003 CRIS
   16.5474    39.2784     0.7720     3.0525     0.1748     0.1586     0.0284 CRLM
   10.9795    43.7956     1.2692     1.6883     0.0733     0.0955     0.0620 CRMI
   15.1933    45.5786     0.5759     2.2975     0.1123     0.1168     0.1170 CRNO
   17.1143    39.0689     3.5371     2.8929     0.5109     0.5869     0.0320 CROT
    8.1058    45.1924    -0.2000     0.3332     0.2148     0.4221     0.2456 CRSN
   12.2454    43.2093    -0.0381     1.4676     0.0901     0.1642     0.2870 CSSB
   15.0771    37.5323    -1.3526     0.9397     0.3815     0.7947     0.0186 CTAC
   15.8156    39.9938    -0.6839     3.1867     0.0737     0.0631     0.1069 CUCC
    7.5536    44.3950     0.1815     0.5277     0.4116     0.4019     0.0979 CUNE
    7.6477    45.3879     0.0392    -0.0837     0.1715     0.4111     0.2188 CUOR
   16.9863    39.0324     2.4380     2.7210     0.3131     0.5575     0.3993 CUT1
   11.7973    42.0952    -0.7404     0.2961     0.2684     0.3275     0.0471 CVTV
    9.5970    45.6463     0.1455     0.1686     0.0967     0.1585     0.1379 DALM
   10.1771    45.8803     0.5694    -0.0720     0.1824     0.4628     0.3647 DARF
   14.8010    45.3932     0.2746     2.1350     0.4082     0.4362     0.0091 DELN
    7.2926    44.3157     0.7082     0.0716     0.1796     0.3261     0.1794 DEMN
    8.2610    46.3136    -0.0669     0.3285     0.1114     0.0924    -0.0013 DEVE
   15.8218    39.6763    -0.3700     2.7530     0.2350     0.4935     0.3099 DIMT
   15.2132    46.8135    -1.7181    -0.0145     0.1510     0.2716     0.2850 DLBG
    8.2863    46.1191    -0.5055    -0.3387     0.1809     0.3097     0.1702 DOMS
   18.1104    42.6500     0.4894     2.9012     0.0835     0.0963    -0.0257 DUBR
   14.9870    40.5466    -3.1464     3.2785     0.2182     0.2944     0.2047 EBOL
